HWT,CWT,WBT,LG,ALT,KaVL
56.65,39.10,20.00,1.555,0.0,0.54608
56.68,39.12,20.00,1.556,0.0,0.54541
56.71,39.14,20.00,1.557,0.0,0.54474
56.74,39.16,20.00,1.558,0.0,0.54407
56.77,39.18,20.00,1.559,0.0,0.54341
56.80,39.20,20.00,1.560,0.0,0.54274
56.83,39.22,20.00,1.561,0.0,0.54207
56.86,39.24,20.00,1.562,0.0,0.54141
56.89,39.26,20.00,1.563,0.0,0.54074
56.92,39.28,20.00,1.564,0.0,0.54008
56.95,39.30,20.00,1.565,0.0,0.53942
56.98,39.32,20.00,1.566,0.0,0.53876
57.01,39.34,20.00,1.567,0.0,0.5381
57.04,39.36,20.00,1.568,0.0,0.53744
57.07,39.38,20.00,1.569,0.0,0.53678
57.10,39.40,20.00,1.570,0.0,0.53612
57.13,39.42,20.00,1.571,0.0,0.53547
57.16,39.44,20.00,1.572,0.0,0.53481
57.19,39.46,20.00,1.573,0.0,0.53416
57.22,39.48,20.00,1.574,0.0,0.5335
57.25,39.50,20.00,1.575,0.0,0.53285
57.28,39.52,20.00,1.576,0.0,0.5322
57.31,39.54,20.00,1.577,0.0,0.53155
57.34,39.56,20.00,1.578,0.0,0.5309
57.37,39.58,20.00,1.579,0.0,0.53025
57.40,39.60,20.00,1.580,0.0,0.52961
57.43,39.62,20.00,1.581,0.0,0.52896
57.46,39.64,20.00,1.582,0.0,0.52831
57.49,39.66,20.00,1.583,0.0,0.52767
57.52,39.68,20.00,1.584,0.0,0.52702
57.55,39.70,20.00,1.585,0.0,0.52638
57.58,39.72,20.00,1.586,0.0,0.52574
57.61,39.74,20.00,1.587,0.0,0.5251
57.64,39.76,20.00,1.588,0.0,0.52446
57.67,39.78,20.00,1.589,0.0,0.52382
57.70,39.80,20.00,1.590,0.0,0.52318
57.73,39.82,20.00,1.591,0.0,0.52255
57.76,39.84,20.00,1.592,0.0,0.52191
57.79,39.86,20.00,1.593,0.0,0.52127
57.82,39.88,20.00,1.594,0.0,0.52064
57.85,39.90,20.00,1.595,0.0,0.52001
57.88,39.92,20.00,1.596,0.0,0.51937
57.91,39.94,20.00,1.597,0.0,0.51874
57.94,39.96,20.00,1.598,0.0,0.51811
57.97,39.98,20.00,1.599,0.0,0.51748
58.00,40.00,20.00,1.600,0.0,0.51685
58.03,40.02,20.00,1.601,0.0,0.51622
58.06,40.04,20.00,1.602,0.0,0.5156
58.09,40.06,20.00,1.603,0.0,0.51497
58.12,40.08,20.00,1.604,0.0,0.51435
58.15,40.10,20.00,1.605,0.0,0.51372
58.18,40.12,20.00,1.606,0.0,0.5131
58.21,40.14,20.00,1.607,0.0,0.51248
58.24,40.16,20.00,1.608,0.0,0.51185
58.27,40.18,20.00,1.609,0.0,0.51123
58.30,40.20,20.00,1.610,0.0,0.51061
58.33,40.22,20.00,1.611,0.0,0.50999
58.36,40.24,20.00,1.612,0.0,0.50938
58.39,40.26,20.00,1.613,0.0,0.50876
58.42,40.28,20.00,1.614,0.0,0.50814
58.45,40.30,20.00,1.615,0.0,0.50753
58.48,40.32,20.00,1.616,0.0,0.50691
58.51,40.34,20.00,1.617,0.0,0.5063
58.54,40.36,20.00,1.618,0.0,0.50569
58.57,40.38,20.00,1.619,0.0,0.50507
58.60,40.40,20.00,1.620,0.0,0.50446
58.63,40.42,20.00,1.621,0.0,0.50385
58.66,40.44,20.00,1.622,0.0,0.50324
58.69,40.46,20.00,1.623,0.0,0.50263
58.72,40.48,20.00,1.624,0.0,0.50203
58.75,40.50,20.00,1.625,0.0,0.50142
58.78,40.52,20.00,1.626,0.0,0.50081
58.81,40.54,20.00,1.627,0.0,0.50021
58.84,40.56,20.00,1.628,0.0,0.4996
58.87,40.58,20.00,1.629,0.0,0.499
58.90,40.60,20.00,1.630,0.0,0.4984
58.93,40.62,20.00,1.631,0.0,0.4978
58.96,40.64,20.00,1.632,0.0,0.4972
58.99,40.66,20.00,1.633,0.0,0.4966
59.02,40.68,20.00,1.634,0.0,0.496
59.05,40.70,20.00,1.635,0.0,0.4954
59.08,40.72,20.00,1.636,0.0,0.4948
59.11,40.74,20.00,1.637,0.0,0.4942
59.14,40.76,20.00,1.638,0.0,0.49361
59.17,40.78,20.00,1.639,0.0,0.49301
59.20,40.80,20.00,1.640,0.0,0.49242
59.23,40.82,20.00,1.641,0.0,0.49183
59.26,40.84,20.00,1.642,0.0,0.49123
59.29,40.86,20.00,1.643,0.0,0.49064
59.32,40.88,20.00,1.644,0.0,0.49005
59.35,40.90,20.00,1.645,0.0,0.48946
59.38,40.92,20.00,1.646,0.0,0.48887
59.41,40.94,20.00,1.647,0.0,0.48828
59.44,40.96,20.00,1.648,0.0,0.4877
59.47,40.98,20.00,1.649,0.0,0.48711
59.50,41.00,20.00,1.650,0.0,0.48652
59.53,41.02,20.00,1.651,0.0,0.48594
59.56,41.04,20.00,1.652,0.0,0.48535
59.59,41.06,20.00,1.653,0.0,0.48477
59.62,41.08,20.00,1.654,0.0,0.48419
59.65,41.10,20.00,1.655,0.0,0.4836
59.68,41.12,20.00,1.656,0.0,0.48302
59.71,41.14,20.00,1.657,0.0,0.48244
59.74,41.16,20.00,1.658,0.0,0.48186
59.77,41.18,20.00,1.659,0.0,0.48128
59.80,41.20,20.00,1.660,0.0,0.48071
59.83,41.22,20.00,1.661,0.0,0.48013
59.86,41.24,20.00,1.662,0.0,0.47955
59.89,41.26,20.00,1.663,0.0,0.47898
59.92,41.28,20.00,1.664,0.0,0.4784
59.95,41.30,20.00,1.665,0.0,0.47783
59.98,41.32,20.00,1.666,0.0,0.47726
60.01,41.34,20.00,1.667,0.0,0.47668
60.04,41.36,20.00,1.668,0.0,0.47611
60.07,41.38,20.00,1.669,0.0,0.47554
60.10,41.40,20.00,1.670,0.0,0.47497
60.13,41.42,20.00,1.671,0.0,0.4744
60.16,41.44,20.00,1.672,0.0,0.47383
60.19,41.46,20.00,1.673,0.0,0.47327
60.22,41.48,20.00,1.674,0.0,0.4727
60.25,41.50,20.00,1.675,0.0,0.47213
60.28,41.52,20.00,1.676,0.0,0.47157
60.31,41.54,20.00,1.677,0.0,0.471
60.34,41.56,20.00,1.678,0.0,0.47044
60.37,41.58,20.00,1.679,0.0,0.46987
60.40,41.60,20.00,1.680,0.0,0.46931
60.43,41.62,20.00,1.681,0.0,0.46875
60.46,41.64,20.00,1.682,0.0,0.46819
60.49,41.66,20.00,1.683,0.0,0.46763
60.52,41.68,20.00,1.684,0.0,0.46707
60.55,41.70,20.00,1.685,0.0,0.46651
60.58,41.72,20.00,1.686,0.0,0.46595
60.61,41.74,20.00,1.687,0.0,0.4654
60.64,41.76,20.00,1.688,0.0,0.46484
60.67,41.78,20.00,1.689,0.0,0.46428
60.70,41.80,20.00,1.690,0.0,0.46373
60.73,41.82,20.00,1.691,0.0,0.46318
60.76,41.84,20.00,1.692,0.0,0.46262
60.79,41.86,20.00,1.693,0.0,0.46207
60.82,41.88,20.00,1.694,0.0,0.46152
60.85,41.90,20.00,1.695,0.0,0.46097
60.88,41.92,20.00,1.696,0.0,0.46042
60.91,41.94,20.00,1.697,0.0,0.45987
60.94,41.96,20.00,1.698,0.0,0.45932
60.97,41.98,20.00,1.699,0.0,0.45877
61.00,42.00,20.00,1.700,0.0,0.45822
61.03,42.02,20.00,1.701,0.0,0.45767
61.06,42.04,20.00,1.702,0.0,0.45713
61.09,42.06,20.00,1.703,0.0,0.45658
61.12,42.08,20.00,1.704,0.0,0.45604
61.15,42.10,20.00,1.705,0.0,0.45549
61.18,42.12,20.00,1.706,0.0,0.45495
61.21,42.14,20.00,1.707,0.0,0.45441
61.24,42.16,20.00,1.708,0.0,0.45387
61.27,42.18,20.00,1.709,0.0,0.45333
61.30,42.20,20.00,1.710,0.0,0.45279
61.33,42.22,20.00,1.711,0.0,0.45225
61.36,42.24,20.00,1.712,0.0,0.45171
61.39,42.26,20.00,1.713,0.0,0.45117
61.42,42.28,20.00,1.714,0.0,0.45063
61.45,42.30,20.00,1.715,0.0,0.4501
61.48,42.32,20.00,1.716,0.0,0.44956
61.51,42.34,20.00,1.717,0.0,0.44902
61.54,42.36,20.00,1.718,0.0,0.44849
61.57,42.38,20.00,1.719,0.0,0.44796
61.60,42.40,20.00,1.720,0.0,0.44742
61.63,42.42,20.00,1.721,0.0,0.44689
61.66,42.44,20.00,1.722,0.0,0.44636
61.69,42.46,20.00,1.723,0.0,0.44583
61.72,42.48,20.00,1.724,0.0,0.4453
61.75,42.50,20.00,1.725,0.0,0.44477
61.78,42.52,20.00,1.726,0.0,0.44424
61.81,42.54,20.00,1.727,0.0,0.44371
61.84,42.56,20.00,1.728,0.0,0.44318
61.87,42.58,20.00,1.729,0.0,0.44265
61.90,42.60,20.00,1.730,0.0,0.44213
61.93,42.62,20.00,1.731,0.0,0.4416
61.96,42.64,20.00,1.732,0.0,0.44108
61.99,42.66,20.00,1.733,0.0,0.44055
62.02,42.68,20.00,1.734,0.0,0.44003
62.05,42.70,20.00,1.735,0.0,0.43951
62.08,42.72,20.00,1.736,0.0,0.43898
62.11,42.74,20.00,1.737,0.0,0.43846
62.14,42.76,20.00,1.738,0.0,0.43794
62.17,42.78,20.00,1.739,0.0,0.43742
62.20,42.80,20.00,1.740,0.0,0.4369
62.23,42.82,20.00,1.741,0.0,0.43638
62.26,42.84,20.00,1.742,0.0,0.43587
62.29,42.86,20.00,1.743,0.0,0.43535
62.32,42.88,20.00,1.744,0.0,0.43483
62.35,42.90,20.00,1.745,0.0,0.43432
62.38,42.92,20.00,1.746,0.0,0.4338
62.41,42.94,20.00,1.747,0.0,0.43329
62.44,42.96,20.00,1.748,0.0,0.43277
62.47,42.98,20.00,1.749,0.0,0.43226
62.50,43.00,20.00,1.750,0.0,0.43174
62.53,43.02,20.00,1.751,0.0,0.43123
62.56,43.04,20.00,1.752,0.0,0.43072
62.59,43.06,20.00,1.753,0.0,0.43021
62.62,43.08,20.00,1.754,0.0,0.4297
62.65,43.10,20.00,1.755,0.0,0.42919
62.68,43.12,20.00,1.756,0.0,0.42868
62.71,43.14,20.00,1.757,0.0,0.42817
62.74,43.16,20.00,1.758,0.0,0.42767
62.77,43.18,20.00,1.759,0.0,0.42716
62.80,43.20,20.00,1.760,0.0,0.42665
62.83,43.22,20.00,1.761,0.0,0.42615
62.86,43.24,20.00,1.762,0.0,0.42564
62.89,43.26,20.00,1.763,0.0,0.42514
62.92,43.28,20.00,1.764,0.0,0.42463
62.95,43.30,20.00,1.765,0.0,0.42413
62.98,43.32,20.00,1.766,0.0,0.42363
63.01,43.34,20.00,1.767,0.0,0.42313
63.04,43.36,20.00,1.768,0.0,0.42262
63.07,43.38,20.00,1.769,0.0,0.42212
63.10,43.40,20.00,1.770,0.0,0.42162
63.13,43.42,20.00,1.771,0.0,0.42113
63.16,43.44,20.00,1.772,0.0,0.42063
63.19,43.46,20.00,1.773,0.0,0.42013
63.22,43.48,20.00,1.774,0.0,0.41963
63.25,43.50,20.00,1.775,0.0,0.41913
63.28,43.52,20.00,1.776,0.0,0.41864
63.31,43.54,20.00,1.777,0.0,0.41814
63.34,43.56,20.00,1.778,0.0,0.41765
63.37,43.58,20.00,1.779,0.0,0.41715
63.40,43.60,20.00,1.780,0.0,0.41666
63.43,43.62,20.00,1.781,0.0,0.41617
63.46,43.64,20.00,1.782,0.0,0.41567
63.49,43.66,20.00,1.783,0.0,0.41518
63.52,43.68,20.00,1.784,0.0,0.41469
63.55,43.70,20.00,1.785,0.0,0.4142
63.58,43.72,20.00,1.786,0.0,0.41371
63.61,43.74,20.00,1.787,0.0,0.41322
63.64,43.76,20.00,1.788,0.0,0.41273
63.67,43.78,20.00,1.789,0.0,0.41225
63.70,43.80,20.00,1.790,0.0,0.41176
63.73,43.82,20.00,1.791,0.0,0.41127
63.76,43.84,20.00,1.792,0.0,0.41079
63.79,43.86,20.00,1.793,0.0,0.4103
63.82,43.88,20.00,1.794,0.0,0.40981
63.85,43.90,20.00,1.795,0.0,0.40933
63.88,43.92,20.00,1.796,0.0,0.40885
63.91,43.94,20.00,1.797,0.0,0.40836
63.94,43.96,20.00,1.798,0.0,0.40788
63.97,43.98,20.00,1.799,0.0,0.4074
64.00,44.00,20.00,1.800,0.0,0.40692
64.03,44.02,20.00,1.801,0.0,0.40644
64.06,44.04,20.00,1.802,0.0,0.40596
64.09,44.06,20.00,1.803,0.0,0.40548
64.12,44.08,20.00,1.804,0.0,0.405
64.15,44.10,20.00,1.805,0.0,0.40452
64.18,44.12,20.00,1.806,0.0,0.40404
64.21,44.14,20.00,1.807,0.0,0.40356
64.24,44.16,20.00,1.808,0.0,0.40309
64.27,44.18,20.00,1.809,0.0,0.40261
64.30,44.20,20.00,1.810,0.0,0.40214
64.33,44.22,20.00,1.811,0.0,0.40166
64.36,44.24,20.00,1.812,0.0,0.40119
64.39,44.26,20.00,1.813,0.0,0.40071
64.42,44.28,20.00,1.814,0.0,0.40024
64.45,44.30,20.00,1.815,0.0,0.39977
64.48,44.32,20.00,1.816,0.0,0.3993
64.51,44.34,20.00,1.817,0.0,0.39882
64.54,44.36,20.00,1.818,0.0,0.39835
64.57,44.38,20.00,1.819,0.0,0.39788
64.60,44.40,20.00,1.820,0.0,0.39741
64.63,44.42,20.00,1.821,0.0,0.39694
64.66,44.44,20.00,1.822,0.0,0.39648
64.69,44.46,20.00,1.823,0.0,0.39601
64.72,44.48,20.00,1.824,0.0,0.39554
64.75,44.50,20.00,1.825,0.0,0.39507
64.78,44.52,20.00,1.826,0.0,0.39461
64.81,44.54,20.00,1.827,0.0,0.39414
64.84,44.56,20.00,1.828,0.0,0.39368
64.87,44.58,20.00,1.829,0.0,0.39321
64.90,44.60,20.00,1.830,0.0,0.39275
64.93,44.62,20.00,1.831,0.0,0.39229
64.96,44.64,20.00,1.832,0.0,0.39182
64.99,44.66,20.00,1.833,0.0,0.39136
65.02,44.68,20.00,1.834,0.0,0.3909
65.05,44.70,20.00,1.835,0.0,0.39044
65.08,44.72,20.00,1.836,0.0,0.38998
65.11,44.74,20.00,1.837,0.0,0.38952
65.14,44.76,20.00,1.838,0.0,0.38906
65.17,44.78,20.00,1.839,0.0,0.3886
65.20,44.80,20.00,1.840,0.0,0.38814
65.23,44.82,20.00,1.841,0.0,0.38768
65.26,44.84,20.00,1.842,0.0,0.38723
65.29,44.86,20.00,1.843,0.0,0.38677
65.32,44.88,20.00,1.844,0.0,0.38631
65.35,44.90,20.00,1.845,0.0,0.38586
65.38,44.92,20.00,1.846,0.0,0.3854
65.41,44.94,20.00,1.847,0.0,0.38495
65.44,44.96,20.00,1.848,0.0,0.38449
65.47,44.98,20.00,1.849,0.0,0.38404
65.50,45.00,20.00,1.850,0.0,0.38359
65.53,45.02,20.00,1.851,0.0,0.38314
65.56,45.04,20.00,1.852,0.0,0.38268
65.59,45.06,20.00,1.853,0.0,0.38223
65.62,45.08,20.00,1.854,0.0,0.38178
65.65,45.10,20.00,1.855,0.0,0.38133
65.68,45.12,20.00,1.856,0.0,0.38088
65.71,45.14,20.00,1.857,0.0,0.38043
65.74,45.16,20.00,1.858,0.0,0.37999
65.77,45.18,20.00,1.859,0.0,0.37954
65.80,45.20,20.00,1.860,0.0,0.37909
65.83,45.22,20.00,1.861,0.0,0.37864
65.86,45.24,20.00,1.862,0.0,0.3782
65.89,45.26,20.00,1.863,0.0,0.37775
65.92,45.28,20.00,1.864,0.0,0.37731
65.95,45.30,20.00,1.865,0.0,0.37686
65.98,45.32,20.00,1.866,0.0,0.37642
66.01,45.34,20.00,1.867,0.0,0.37597
66.04,45.36,20.00,1.868,0.0,0.37553
66.07,45.38,20.00,1.869,0.0,0.37509
66.10,45.40,20.00,1.870,0.0,0.37465
66.13,45.42,20.00,1.871,0.0,0.37421
66.16,45.44,20.00,1.872,0.0,0.37376
66.19,45.46,20.00,1.873,0.0,0.37332
66.22,45.48,20.00,1.874,0.0,0.37288
66.25,45.50,20.00,1.875,0.0,0.37245
66.28,45.52,20.00,1.876,0.0,0.37201
66.31,45.54,20.00,1.877,0.0,0.37157
66.34,45.56,20.00,1.878,0.0,0.37113
66.37,45.58,20.00,1.879,0.0,0.37069
66.40,45.60,20.00,1.880,0.0,0.37026
66.43,45.62,20.00,1.881,0.0,0.36982
66.46,45.64,20.00,1.882,0.0,0.36938
66.49,45.66,20.00,1.883,0.0,0.36895
66.52,45.68,20.00,1.884,0.0,0.36851
66.55,45.70,20.00,1.885,0.0,0.36808
66.58,45.72,20.00,1.886,0.0,0.36765
66.61,45.74,20.00,1.887,0.0,0.36721
66.64,45.76,20.00,1.888,0.0,0.36678
66.67,45.78,20.00,1.889,0.0,0.36635
66.70,45.80,20.00,1.890,0.0,0.36592
66.73,45.82,20.00,1.891,0.0,0.36549
66.76,45.84,20.00,1.892,0.0,0.36506
66.79,45.86,20.00,1.893,0.0,0.36463
66.82,45.88,20.00,1.894,0.0,0.3642
66.85,45.90,20.00,1.895,0.0,0.36377
66.88,45.92,20.00,1.896,0.0,0.36334
66.91,45.94,20.00,1.897,0.0,0.36291
66.94,45.96,20.00,1.898,0.0,0.36248
66.97,45.98,20.00,1.899,0.0,0.36206
67.00,46.00,20.00,1.900,0.0,0.36163
67.03,46.02,20.00,1.901,0.0,0.3612
67.06,46.04,20.00,1.902,0.0,0.36078
67.09,46.06,20.00,1.903,0.0,0.36035
67.12,46.08,20.00,1.904,0.0,0.35993
67.15,46.10,20.00,1.905,0.0,0.3595
67.18,46.12,20.00,1.906,0.0,0.35908
67.21,46.14,20.00,1.907,0.0,0.35866
67.24,46.16,20.00,1.908,0.0,0.35824
67.27,46.18,20.00,1.909,0.0,0.35781
67.30,46.20,20.00,1.910,0.0,0.35739
67.33,46.22,20.00,1.911,0.0,0.35697
67.36,46.24,20.00,1.912,0.0,0.35655
67.39,46.26,20.00,1.913,0.0,0.35613
67.42,46.28,20.00,1.914,0.0,0.35571
67.45,46.30,20.00,1.915,0.0,0.35529
67.48,46.32,20.00,1.916,0.0,0.35487
67.51,46.34,20.00,1.917,0.0,0.35445
67.54,46.36,20.00,1.918,0.0,0.35404
67.57,46.38,20.00,1.919,0.0,0.35362
67.60,46.40,20.00,1.920,0.0,0.3532
67.63,46.42,20.00,1.921,0.0,0.35279
67.66,46.44,20.00,1.922,0.0,0.35237
67.69,46.46,20.00,1.923,0.0,0.35196
67.72,46.48,20.00,1.924,0.0,0.35154
67.75,46.50,20.00,1.925,0.0,0.35113
67.78,46.52,20.00,1.926,0.0,0.35071
67.81,46.54,20.00,1.927,0.0,0.3503
67.84,46.56,20.00,1.928,0.0,0.34989
67.87,46.58,20.00,1.929,0.0,0.34948
67.90,46.60,20.00,1.930,0.0,0.34906
67.93,46.62,20.00,1.931,0.0,0.34865
67.96,46.64,20.00,1.932,0.0,0.34824
67.99,46.66,20.00,1.933,0.0,0.34783
68.02,46.68,20.00,1.934,0.0,0.34742
68.05,46.70,20.00,1.935,0.0,0.34701
68.08,46.72,20.00,1.936,0.0,0.3466
68.11,46.74,20.00,1.937,0.0,0.34619
68.14,46.76,20.00,1.938,0.0,0.34579
68.17,46.78,20.00,1.939,0.0,0.34538
68.20,46.80,20.00,1.940,0.0,0.34497
68.23,46.82,20.00,1.941,0.0,0.34456
68.26,46.84,20.00,1.942,0.0,0.34416
68.29,46.86,20.00,1.943,0.0,0.34375
68.32,46.88,20.00,1.944,0.0,0.34335
68.35,46.90,20.00,1.945,0.0,0.34294
68.38,46.92,20.00,1.946,0.0,0.34254
68.41,46.94,20.00,1.947,0.0,0.34213
68.44,46.96,20.00,1.948,0.0,0.34173
68.47,46.98,20.00,1.949,0.0,0.34133
68.50,47.00,20.00,1.950,0.0,0.34093
68.53,47.02,20.00,1.951,0.0,0.34052
68.56,47.04,20.00,1.952,0.0,0.34012
68.59,47.06,20.00,1.953,0.0,0.33972
68.62,47.08,20.00,1.954,0.0,0.33932
68.65,47.10,20.00,1.955,0.0,0.33892
68.68,47.12,20.00,1.956,0.0,0.33852
68.71,47.14,20.00,1.957,0.0,0.33812
68.74,47.16,20.00,1.958,0.0,0.33772
68.77,47.18,20.00,1.959,0.0,0.33732
68.80,47.20,20.00,1.960,0.0,0.33693
68.83,47.22,20.00,1.961,0.0,0.33653
68.86,47.24,20.00,1.962,0.0,0.33613
68.89,47.26,20.00,1.963,0.0,0.33574
68.92,47.28,20.00,1.964,0.0,0.33534
68.95,47.30,20.00,1.965,0.0,0.33494
68.98,47.32,20.00,1.966,0.0,0.33455
69.01,47.34,20.00,1.967,0.0,0.33415
69.04,47.36,20.00,1.968,0.0,0.33376
69.07,47.38,20.00,1.969,0.0,0.33337
69.10,47.40,20.00,1.970,0.0,0.33297
69.13,47.42,20.00,1.971,0.0,0.33258
69.16,47.44,20.00,1.972,0.0,0.33219
69.19,47.46,20.00,1.973,0.0,0.3318
69.22,47.48,20.00,1.974,0.0,0.3314
69.25,47.50,20.00,1.975,0.0,0.33101
69.28,47.52,20.00,1.976,0.0,0.33062
69.31,47.54,20.00,1.977,0.0,0.33023
69.34,47.56,20.00,1.978,0.0,0.32984
69.37,47.58,20.00,1.979,0.0,0.32945
69.40,47.60,20.00,1.980,0.0,0.32906
69.43,47.62,20.00,1.981,0.0,0.32868
69.46,47.64,20.00,1.982,0.0,0.32829
69.49,47.66,20.00,1.983,0.0,0.3279
69.52,47.68,20.00,1.984,0.0,0.32751
69.55,47.70,20.00,1.985,0.0,0.32713
69.58,47.72,20.00,1.986,0.0,0.32674
69.61,47.74,20.00,1.987,0.0,0.32635
69.64,47.76,20.00,1.988,0.0,0.32597
69.67,47.78,20.00,1.989,0.0,0.32558
69.70,47.80,20.00,1.990,0.0,0.3252
69.73,47.82,20.00,1.991,0.0,0.32482
69.76,47.84,20.00,1.992,0.0,0.32443
69.79,47.86,20.00,1.993,0.0,0.32405
69.82,47.88,20.00,1.994,0.0,0.32367
69.85,47.90,20.00,1.995,0.0,0.32328
69.88,47.92,20.00,1.996,0.0,0.3229
69.91,47.94,20.00,1.997,0.0,0.32252
69.94,47.96,20.00,1.998,0.0,0.32214
69.97,47.98,20.00,1.999,0.0,0.32176
